nom_fichier,niveau_CECR,PA_SUBTLEX_1500,PA_SUBTLEX_3000,PA_SUBTLEX_MAX,PA_SUBTLEX_1500_U,PA_SUBTLEX_3000_U,PA_SUBTLEX_MAX_U
A1_1.txt,A1,0.1794871794871795,0.16025641025641027,0.1346153846153846,0.23157894736842105,0.2,0.15789473684210525
A1_10.txt,A1,0.25165562913907286,0.16556291390728478,0.09271523178807947,0.2597402597402597,0.18181818181818182,0.1038961038961039
A1_11__NT2.txt,A1,0.13138686131386862,0.10948905109489052,0.10218978102189781,0.2545454545454545,0.2,0.18181818181818182
A1_12_NT2.txt,A1,0.10465116279069768,0.08139534883720931,0.06976744186046512,0.13043478260869565,0.08695652173913043,0.06521739130434782
A1_13_NT2.txt,A1,0.21794871794871795,0.15384615384615385,0.0641025641025641,0.3181818181818182,0.20454545454545456,0.09090909090909091
A1_14_NT2.txt,A1,0.09482758620689655,0.07758620689655173,0.034482758620689655,0.12698412698412698,0.09523809523809523,0.031746031746031744
A1_15_NT2.txt,A1,0.09090909090909091,0.0625,0.056818181818181816,0.18604651162790697,0.12790697674418605,0.11627906976744186
A1_16_NT2.txt,A1,0.0967741935483871,0.08387096774193549,0.06451612903225806,0.125,0.09722222222222222,0.06944444444444445
A1_17_NT2.txt,A1,0.31297709923664124,0.16793893129770993,0.1297709923664122,0.2891566265060241,0.1686746987951807,0.13253012048192772
A1_18_NT2.txt,A1,0.1608695652173913,0.12173913043478261,0.10869565217391304,0.24096385542168675,0.1686746987951807,0.13253012048192772
A1_19_NT2.txt,A1,0.17624521072796934,0.09578544061302682,0.08045977011494253,0.17307692307692307,0.11538461538461539,0.07692307692307693
A1_2.txt,A1,0.2111111111111111,0.12777777777777777,0.10555555555555556,0.24719101123595505,0.15730337078651685,0.11235955056179775
A1_20_NT2.txt,A1,0.14673913043478262,0.09782608695652174,0.07065217391304347,0.19767441860465115,0.13953488372093023,0.09302325581395349
A1_21_NT2.txt,A1,0.22727272727272727,0.22727272727272727,0.18181818181818182,0.2037037037037037,0.2037037037037037,0.14814814814814814
A1_22_NT2.txt,A1,0.17010309278350516,0.14432989690721648,0.12371134020618557,0.2391304347826087,0.18478260869565216,0.14130434782608695
A1_3.txt,A1,0.19375,0.175,0.1125,0.24705882352941178,0.21176470588235294,0.15294117647058825
A1_4.txt,A1,0.16091954022988506,0.11494252873563218,0.08045977011494253,0.2625,0.175,0.1375
A1_5_B.txt,A1,0.2765957446808511,0.2553191489361702,0.2553191489361702,0.2916666666666667,0.25,0.25
A1_6_B.txt,A1,0.38317757009345793,0.3644859813084112,0.3644859813084112,0.2857142857142857,0.25,0.25
A1_7_B.txt,A1,0.3431372549019608,0.3431372549019608,0.3431372549019608,0.15217391304347827,0.15217391304347827,0.15217391304347827
A1_8.txt,A1,0.2085889570552147,0.1411042944785276,0.10429447852760736,0.31521739130434784,0.20652173913043478,0.17391304347826086
A1_9.txt,A1,0.2982456140350877,0.21929824561403508,0.19298245614035087,0.3142857142857143,0.24285714285714285,0.2
A2_1.txt,A2,0.20588235294117646,0.15196078431372548,0.08823529411764706,0.31521739130434784,0.22826086956521738,0.15217391304347827
A2_10.txt,A2,0.2981651376146789,0.26146788990825687,0.25229357798165136,0.26666666666666666,0.2111111111111111,0.18888888888888888
A2_11.txt,A2,0.18269230769230768,0.1346153846153846,0.11538461538461539,0.2318840579710145,0.15942028985507245,0.14492753623188406
A2_12.txt,A2,0.15966386554621848,0.12605042016806722,0.10084033613445378,0.234375,0.1875,0.140625
A2_13.txt,A2,0.27906976744186046,0.20155038759689922,0.17054263565891473,0.3382352941176471,0.22058823529411764,0.16176470588235295
A2_14.txt,A2,0.2421875,0.1796875,0.1484375,0.24675324675324675,0.16883116883116883,0.11688311688311688
A2_15.txt,A2,0.192,0.16,0.096,0.23880597014925373,0.19402985074626866,0.13432835820895522
A2_16.txt,A2,0.23140495867768596,0.15702479338842976,0.15702479338842976,0.22058823529411764,0.11764705882352941,0.11764705882352941
A2_17.txt,A2,0.24,0.2,0.176,0.2857142857142857,0.22857142857142856,0.18571428571428572
A2_18.txt,A2,0.22131147540983606,0.1721311475409836,0.1557377049180328,0.2857142857142857,0.22857142857142856,0.2
A2_19.txt,A2,0.24242424242424243,0.14393939393939395,0.09090909090909091,0.36923076923076925,0.24615384615384617,0.16923076923076924
A2_2.txt,A2,0.3103448275862069,0.2827586206896552,0.27586206896551724,0.3684210526315789,0.3157894736842105,0.3026315789473684
A2_20_NT2.txt,A2,0.22529644268774704,0.2015810276679842,0.18972332015810275,0.3,0.2727272727272727,0.2545454545454545
A2_21_NT2.txt,A2,0.27751196172248804,0.17703349282296652,0.15789473684210525,0.3063063063063063,0.22522522522522523,0.1891891891891892
A2_22_NT2.txt,A2,0.16428571428571428,0.09285714285714286,0.08571428571428572,0.1919191919191919,0.13131313131313133,0.1111111111111111
A2_23_NT2.txt,A2,0.28052805280528054,0.1353135313531353,0.0858085808580858,0.3728813559322034,0.2542372881355932,0.15254237288135594
A2_24_NT2.txt,A2,0.09022556390977443,0.06015037593984962,0.05263157894736842,0.19230769230769232,0.13846153846153847,0.11538461538461539
A2_25_NT2.txt,A2,0.1519434628975265,0.10600706713780919,0.09540636042402827,0.27049180327868855,0.20491803278688525,0.18032786885245902
A2_26_NT2.txt,A2,0.16666666666666666,0.14930555555555555,0.10416666666666667,0.19166666666666668,0.15833333333333333,0.125
A2_27_NT2.txt,A2,0.25,0.18877551020408162,0.15816326530612246,0.3191489361702128,0.23404255319148937,0.19148936170212766
A2_28_NT2.txt,A2,0.19692307692307692,0.15076923076923077,0.10153846153846154,0.2558139534883721,0.1937984496124031,0.12403100775193798
A2_29_NT2.txt,A2,0.12077294685990338,0.08695652173913043,0.0821256038647343,0.19387755102040816,0.14285714285714285,0.1326530612244898
A2_3.txt,A2,0.171875,0.10416666666666667,0.078125,0.2916666666666667,0.17708333333333334,0.13541666666666666
A2_30_NT2.txt,A2,0.09887005649717515,0.04519774011299435,0.03672316384180791,0.19718309859154928,0.1056338028169014,0.08450704225352113
A2_31_NT2.txt,A2,0.20553359683794467,0.09090909090909091,0.05928853754940711,0.2631578947368421,0.16666666666666666,0.09649122807017543
A2_32_CNAVT.txt,A2,0.1984732824427481,0.16030534351145037,0.09923664122137404,0.2696629213483146,0.2247191011235955,0.1348314606741573
A2_33_CNAVT.txt,A2,0.24305555555555555,0.1909722222222222,0.13194444444444445,0.42857142857142855,0.32967032967032966,0.24175824175824176
A2_34_CNAVT.txt,A2,0.1724137931034483,0.1206896551724138,0.06896551724137931,0.20833333333333334,0.14583333333333334,0.08333333333333333
A2_35_CNAVT.txt,A2,0.17307692307692307,0.1346153846153846,0.09615384615384616,0.225,0.175,0.125
A2_36_CNAVT.txt,A2,0.10204081632653061,0.08163265306122448,0.061224489795918366,0.11904761904761904,0.09523809523809523,0.07142857142857142
A2_37_CNAVT.txt,A2,0.11764705882352941,0.11764705882352941,0.07352941176470588,0.13793103448275862,0.13793103448275862,0.08620689655172414
A2_38_CNAVT.txt,A2,0.29411764705882354,0.25163398692810457,0.19607843137254902,0.36075949367088606,0.2974683544303797,0.21518987341772153
A2_39_CNAVT.txt,A2,0.18,0.12857142857142856,0.1,0.31521739130434784,0.23369565217391305,0.1793478260869565
A2_4.txt,A2,0.2638888888888889,0.25,0.24305555555555555,0.21875,0.1875,0.171875
A2_5.txt,A2,0.24503311258278146,0.16556291390728478,0.1390728476821192,0.2911392405063291,0.21518987341772153,0.16455696202531644
